timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450610,5.17,410.40,7.43,5.39,15.80,38.00,0.00,18.00
1759450617,2.52,410.60,7.43,5.39,15.80,40.10,0.00,18.80
1759450624,2.69,410.30,7.43,5.39,15.80,40.10,0.00,18.90
