timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450535,213.63,475.00,7.43,6.24,13.10,31.60,0.00,15.20
1759450542,2.39,406.60,7.43,5.34,13.30,33.70,0.00,16.10
1759450549,2.03,406.40,7.43,5.34,13.30,33.70,0.00,16.10
