timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450634,20.30,413.90,7.43,5.44,16.10,40.20,369.00,18.90
1759450641,2.23,411.60,7.43,5.41,16.10,42.30,369.00,19.00
1759450648,4.32,412.10,7.43,5.41,16.10,42.30,369.00,19.40
