timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759876684,152.24,482.90,7.43,6.34,20.00,64.60,27.90,25.00
1759876691,2.90,431.80,7.43,5.67,20.10,66.70,27.90,25.00
1759876698,2.23,431.00,7.43,5.66,20.10,66.70,27.90,25.30
