timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759477547,7.73,490.80,7.43,6.45,38.00,122.00,668.00,47.30
1759477554,2.07,490.60,7.43,6.44,38.00,124.00,668.00,47.30
1759477561,2.07,490.30,7.43,6.44,38.10,124.00,668.00,48.10
