timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759876533,3.83,429.40,7.43,5.64,16.90,51.70,27.90,21.20
1759876539,2.81,428.90,7.43,5.64,17.30,53.80,27.90,21.20
1759876546,2.82,428.60,7.43,5.63,17.30,53.80,27.90,21.30
