timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759477425,26.82,476.50,7.43,6.26,34.70,111.00,668.00,44.20
1759477432,0.95,469.10,7.43,6.16,34.90,112.00,668.00,44.30
1759477439,2.86,472.00,7.43,6.20,35.00,113.00,668.00,44.60
