timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450585,8.59,411.00,7.43,5.40,15.00,35.90,0.00,17.10
1759450592,1.87,410.00,7.43,5.39,15.00,38.00,0.00,17.10
1759450599,2.56,410.20,7.43,5.39,15.00,38.00,0.00,17.90
