timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759875757,7.28,417.60,7.43,5.49,6.86,15.30,27.00,8.07
1759875764,3.48,416.70,7.43,5.47,6.88,17.40,27.00,8.08
1759875771,113.59,487.30,7.43,6.40,6.91,17.40,27.00,8.95
