timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759477724,2.48,491.80,7.43,6.46,41.00,137.00,668.00,51.60
1759477731,2.07,491.30,7.43,6.45,41.20,139.00,668.00,51.60
1759477738,2.83,491.00,7.43,6.45,41.20,139.00,668.00,51.90
