timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759478075,3.18,493.20,7.43,6.48,50.90,169.00,668.00,61.90
1759478082,2.35,492.80,7.43,6.47,50.90,171.00,668.00,61.90
1759478089,2.14,492.80,7.43,6.47,50.90,171.00,668.00,61.90
