timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759875733,4.89,416.50,7.43,5.47,5.94,13.10,27.00,7.11
1759875740,3.13,416.00,7.43,5.46,6.05,15.30,27.00,7.15
1759875747,2.71,416.10,7.43,5.47,6.08,15.30,27.00,7.98
