timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450467,4.99,406.90,7.43,5.34,10.80,25.20,0.00,12.60
1759450474,4.35,405.70,7.43,5.33,10.80,27.30,0.00,12.70
1759450480,6.37,405.90,7.43,5.33,10.90,27.30,0.00,12.70
