timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759876985,164.15,511.60,7.43,6.72,27.40,92.40,27.90,32.90
1759876992,2.51,434.50,7.43,5.71,27.70,94.50,27.90,32.90
1759876998,1.96,434.40,7.43,5.71,27.70,94.50,27.90,33.80
