timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759875664,2.55,409.50,7.43,5.38,3.54,6.72,27.00,5.17
1759875672,2.62,411.30,7.43,5.40,3.56,8.84,27.00,5.21
1759875679,3.78,411.10,7.43,5.40,3.59,8.85,27.00,5.22
