timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759875996,5.12,427.30,7.43,5.61,13.50,36.70,27.90,15.60
1759876003,155.56,484.10,7.43,6.36,13.60,38.80,27.90,15.60
1759876010,4.87,426.80,7.43,5.61,13.60,38.80,27.90,15.60
