timestamp,cpu_percent,mem_usage_mb,mem_limit_gb,mem_percent,net_in_mb,net_out_mb,block_in_mb,block_out_mb
1759450512,14.80,406.50,7.43,5.34,12.50,29.50,0.00,14.40
1759450519,5.70,406.40,7.43,5.34,12.50,31.60,0.00,14.40
1759450526,2.90,406.50,7.43,5.34,12.50,31.60,0.00,15.20
